"Step","cell: TinyTNLM - perplexity_test","cell: TinyTNLM - perplexity_test__MIN","cell: TinyTNLM - perplexity_test__MAX","cell: TinyTNLM2 - perplexity_test","cell: TinyTNLM2 - perplexity_test__MIN","cell: TinyTNLM2 - perplexity_test__MAX"
"100","110.49580928257534","97.47606658935547","158.68846130371094","115.94141496930804","102.39363098144531","164.35552978515625"
